Entidad,CarteraTotal,IMOR,ICOR,PE,Fecha
BBVA México,69717.81950584,4.9393919712158985,214.83221932875426,10.611405393109417,2025-01-01
Santander,14108.298862,4.908086338212418,184.13243996903282,9.03737913033728,2025-01-01
Banorte,1097.53118268,4.420174344526533,245.97560313647057,10.872550503632676,2025-01-01
Banamex,21934.05899214,3.719614606181017,190.2504265970261,7.076582656024676,2025-01-01
Scotiabank,8290.098092,3.449594140218528,289.6137430852371,9.990498710735881,2025-01-01
HSBC,13346.647133999999,2.6298344331428103,377.1905208306808,9.919486195355947,2025-01-01
Inbursa,7611.908454,3.4926066387503085,209.47152952586535,7.316016546512186,2025-01-01
Citi México,0.0,0.0,0.0,0.0,2025-01-01
Banco del Bajío,1325.57445946,1.1357135536643377,667.1500207296992,7.576913208701631,2025-01-01
Banco Azteca,75067.72999520002,5.314309800649475,190.0202740283406,10.098266045909094,2025-01-01
Afirme,2369.1968429999997,3.348021006965355,293.58142150331344,9.82916766447844,2025-01-01
Monex,0.0,0.0,0.0,0.0,2025-01-01
Banregio,1022.3543140799999,4.333451110818441,252.0880455608951,10.924112210599105,2025-01-01
J.P. Morgan,0.0,0.0,0.0,0.0,2025-01-01
Bank of America,0.0,0.0,0.0,0.0,2025-01-01
Invex,165.336356,5.663592222874442,227.79832756957862,12.9015683640687,2025-01-01
BanCoppel,7673.439840629999,14.261828326527294,135.65724655949208,19.34720361680861,2025-01-01
CIBanco,711.6794450000001,5.09118048224647,172.03320409070378,8.758520909649144,2025-01-01
Banca Mifel,2.3454,0.8628805321053976,1882.2067397964227,16.241195531679033,2025-01-01
Sabadell,11.842605,6.423814692797741,222.20869750390082,14.274274958930066,2025-01-01
Multiva,6156.083170999999,1.5591336948166779,242.9289323855277,3.7875868392811873,2025-01-01
Barclays,0.0,0.0,0.0,0.0,2025-01-01
Banco Base,0.0,0.0,0.0,0.0,2025-01-01
Ve por Más,8.559543,8.581906767686078,203.66893919180148,17.478678476175656,2025-01-01
Intercam Banco,495.95819200000005,0.41340097473377346,1876.5610428933187,7.757721642795244,2025-01-01
Bansí,678.4645889999999,0.9596275333391056,784.866389083994,7.531793969574439,2025-01-01
Compartamos,7563.709432,3.4425336316912074,283.2120343720585,9.749669532254977,2025-01-01
Actinver,3005.798054,7.749311923667909,205.98628334570773,15.962519616429297,2025-01-01
BIAfirme,0.0,0.0,0.0,0.0,2025-01-01
MUFG Bank,0.0,0.0,0.0,0.0,2025-01-01
Bancrea,2084.7281072299998,1.61938631723333,149.65939956948299,2.423563839081765,2025-01-01
Consubanco,18987.215468,2.305119746166247,196.0253138395313,4.518618216799393,2025-01-01
BNP Paribas México,0.0,0.0,0.0,0.0,2025-01-01
Inmobiliario Mexicano,0.0,0.0,0.0,0.0,2025-01-01
Bankaool,14.889135,0.22869696594194355,1439.520131567355,3.292138865018015,2025-01-01
Autofin,8.14846048,0.0,0.0,8.027297323285293,2025-01-01
ICBC,0.0,0.0,0.0,0.0,2025-01-01
Mizuho Bank,0.0,0.0,0.0,0.0,2025-01-01
Bank of China,0.0,0.0,0.0,0.0,2025-01-01
Banco Covalto,0.0,0.0,0.0,0.0,2025-01-01
Volkswagen Bank,0.0,0.0,0.0,0.0,2025-01-01
Banco Ualá,45.625212,12.89869732550503,155.29209737610063,20.03065761097176,2025-01-01
Shinhan,0.0,0.0,0.0,0.0,2025-01-01
KEB Hana México,0.0,0.0,0.0,0.0,2025-01-01
Openbank,0.0,0.0,0.0,0.0,2025-01-01
Banco S3,0.0,0.0,0.0,0.0,2025-01-01
Banco Bineo,43.910755789999996,27.243051901020355,113.15597541105593,30.827141110339795,2025-01-01
Credit Suisse,0.0,0.0,0.0,0.0,2025-01-01
Dondé Banco,0.0,0.0,0.0,0.0,2025-01-01
Forjadores,1.372568,49.269471530736546,74.67649133391593,36.79271263791666,2025-01-01
Pagatodo,0.0,0.0,0.0,0.0,2025-01-01
Sistema,263550.32416853,4.650039519800596,204.83841955948822,9.525067461251155,2025-01-01
BBVA México,70552.54801046,4.952457611953666,210.84948875060232,10.442231555394594,2025-02-01
Santander,14064.299089,5.302571953857856,175.9041702611471,9.327445197933958,2025-02-01
Banorte,1117.4995983200001,5.372200956515149,211.1664949000123,11.344288458857974,2025-02-01
Banamex,22394.49359359,3.7657025832965543,188.6281331222318,7.103174481807946,2025-02-01
HSBC,13113.979868,2.7860875697357748,350.7986008028865,9.773556211776242,2025-02-01
Scotiabank,8480.609782,3.873216130014365,265.62056794881596,10.288058682429305,2025-02-01
Inbursa,7861.540221,3.411656386156394,216.2151983422136,7.376519622082844,2025-02-01
Citi México,0.0,0.0,0.0,0.0,2025-02-01
Banco del Bajío,1347.1456388699999,1.4640462635163727,538.6716129257314,7.88640162166255,2025-02-01
Banco Azteca,75804.56781397999,5.27557441359421,190.70033468648413,10.06053806335868,2025-02-01
Monex,0.0,0.0,0.0,0.0,2025-02-01
Afirme,2365.311912,3.752167972001487,271.0796829979818,10.171365044053434,2025-02-01
Banregio,1035.1467664900001,4.216490208243494,260.962717616489,11.003467435465376,2025-02-01
J.P. Morgan,0.0,0.0,0.0,0.0,2025-02-01
Invex,168.97790700000002,5.512367365279296,241.9247869197481,13.33578300268567,2025-02-01
CIBanco,664.52534,5.38693573370731,179.6351443351449,9.676829780486624,2025-02-01
BanCoppel,7547.46140268,13.417384704218746,142.54158372931812,19.125352652448687,2025-02-01
Banca Mifel,2.2897950000000002,0.8838345790780395,2148.6263464769245,18.99030262534419,2025-02-01
Multiva,6204.369719,1.1632266010677434,278.48116135595353,3.239366947854837,2025-02-01
Sabadell,11.518993,6.531473714759615,216.81322771013876,14.161098978009623,2025-02-01
Bank of America,0.0,0.0,0.0,0.0,2025-02-01
Banco Base,0.0,0.0,0.0,0.0,2025-02-01
Barclays,0.0,0.0,0.0,0.0,2025-02-01
Ve por Más,8.366049,7.807544517131085,246.003799853946,19.206856187430887,2025-02-01
Intercam Banco,484.905524,0.42282380763309263,1859.8364333735226,7.863831223337435,2025-02-01
Bansí,683.3736250000001,6.581638119264552,118.7512582770031,7.815778081865539,2025-02-01
Compartamos,7773.8898070000005,3.3794345883760735,299.19397296646946,10.111064608765428,2025-02-01
Actinver,3040.0835749999997,7.737312748054961,172.55113445039512,13.350820922743878,2025-02-01
BIAfirme,0.0,0.0,0.0,0.0,2025-02-01
Bancrea,2139.424371,1.657154722577478,147.33991621493033,2.4416503797974167,2025-02-01
MUFG Bank,0.0,0.0,0.0,0.0,2025-02-01
Consubanco,19334.565697000002,2.176280572287633,210.04296181072058,4.571124171344245,2025-02-01
BNP Paribas México,0.0,0.0,0.0,0.0,2025-02-01
Bankaool,16.199875000000002,0.210192979884104,1831.7200669583863,3.8501469918749374,2025-02-01
Autofin,9.303558630000001,0.0,0.0,8.548207429311379,2025-02-01
Inmobiliario Mexicano,0.0,0.0,0.0,0.0,2025-02-01
ICBC,0.0,0.0,0.0,0.0,2025-02-01
Mizuho Bank,0.0,0.0,0.0,0.0,2025-02-01
Banco Covalto,0.0,0.0,0.0,0.0,2025-02-01
Bank of China,0.0,0.0,0.0,0.0,2025-02-01
Volkswagen Bank,0.0,0.0,0.0,0.0,2025-02-01
Banco Ualá,43.602068,16.934228899418255,130.31913380791192,22.068540418770965,2025-02-01
Shinhan,0.0,0.0,0.0,0.0,2025-02-01
Banco S3,0.0,0.0,0.0,0.0,2025-02-01
KEB Hana México,0.0,0.0,0.0,0.0,2025-02-01
Openbank,0.0,0.0,0.0,0.0,2025-02-01
Banco Bineo,41.40369154,25.612251819997983,118.26259373671184,30.2897133167078,2025-02-01
Dondé Banco,0.0,0.0,0.0,0.0,2025-02-01
Credit Suisse,0.0,0.0,0.0,0.0,2025-02-01
Hey Banco,0.0,0.0,0.0,0.0,2025-02-01
Forjadores,2.0032550000000002,28.495673291717726,102.32306369023947,29.15764593124689,2025-02-01
Pagatodo,0.0,0.0,0.0,0.0,2025-02-01
Sistema,266313.40654656,4.656831669330785,203.00897939474197,9.453786444039553,2025-02-01
BBVA México,72273.98110166001,4.739928442548873,216.98342728051355,10.284859185286413,2025-03-01
Santander,14004.665983,5.03542864825211,248.46528023201432,12.511291901762736,2025-03-01
Banorte,1129.69240547,5.689921782138331,207.60883917157562,11.812780561668019,2025-03-01
Banamex,22642.96799765,3.78924681737415,188.1114438049243,7.128006897494657,2025-03-01
HSBC,12899.669146,2.897017875190083,341.7605148196273,9.900863204666257,2025-03-01
Scotiabank,8631.125159,3.8996457217287817,259.523042650752,10.120479229630414,2025-03-01
Inbursa,8122.363964,3.282099844103957,219.46814193847536,7.20316354442055,2025-03-01
Citi México,0.0,0.0,0.0,0.0,2025-03-01
Banco del Bajío,1369.2661620700003,1.6598898256304149,487.07934462584365,8.084980484191684,2025-03-01
Banco Azteca,76646.27023066,5.139599390740085,194.62321501160977,10.00285357297546,2025-03-01
Monex,0.0,0.0,0.0,0.0,2025-03-01
Afirme,2402.167755,3.770097563398523,270.1434248735381,10.18467067883858,2025-03-01
Banregio,1033.5439235699998,3.7396671451072816,283.62968646637734,10.606806198553906,2025-03-01
Invex,168.50756700000002,5.49610985719116,191.52896642296955,10.526642402949179,2025-03-01
J.P. Morgan,0.0,0.0,0.0,0.0,2025-03-01
BanCoppel,7461.595507100001,12.685499687557833,145.10206649463484,18.406922191816864,2025-03-01
CIBanco,646.625238,5.470431081441953,182.2121376224275,9.96778941065706,2025-03-01
Banca Mifel,2.121773,3.818504618543076,366.31325598617633,13.987688598167663,2025-03-01
Banco Base,0.0,0.0,0.0,0.0,2025-03-01
